content,score
very good aisa mera but sometime he wrong response,5
wonderfull 💅,4
I like it's app.,5
"my Whatsapp account has been banned and I don't know why cuz am just a naive student who only chart, post status, watch and socialize 😭😭😭 don't engage in anything bad",2
The worst Ai to make use of,1
nice app,5
A good alternative to regular texting,4
So Many Uses. Very Good.,5
"we need the option to create polls/votes on our status tab and be able to see our total count of our contacts like before, now when we update it goes away and sometimes it comes back with other updates. And stop making so many changes and implementations that are irrelevant to the consumer.",1
Complicado esse app,2
ok it is great app but I got goosebump when someone can screenshot my chat even she never touches my handheld. Why? Is she an agent??,5
Very nice.,5
"whatsapp tidak bisa dibuka, sudah uninstall ulang tetap sama..hanya muncul layar putih setiap dibuka, bisa tolong diperbaiki?",2
❣️❣️,5
oluwasegun olakunle popoola gold 99 ⭐⚡✨⚓💯,5
nice,5
mbmazhar,1
chat; emoji,4
very nice,5
"I wrote a message before I saw the arrow, then I pushed it and realized it really was his voice. Then because of the emotional roller coaster I've been on I'm still heasitant.",3
pls delete fitur tag all at grup,3
Why am I not receiving updates?,1
no way to get rid of the stupid emojis when you touch the screen to copy and paste many times this stupid app sends a Emoji when I don't want it to I would rather not even have emojis then for it to do this,1
"Whatsapp Status Media upload is always low quality, Whatsapp always reducing the video quality 👎🤬",1
it expires easily!,1
email verified and again asking SMS code without sending sms how to verify useless app,2
very good,5
Sr bernsWhatsApp,5
fix the WhatsApp meta AI,2
WhatsApp is the most reliable means of communication. I've never had a problem in all the years. Thanks a million.,5
Volunteer Teacher,5
wow,5
the best experience and best security whatsapp,5
New update is so frustrating. Can't get rid of the 'chat' suggestions under the messages. Apart from using the 'X' next to them every time I go in the app. The people you are suggesting are random as well and it's annoying.,1
"Good,i have updated the app but is not still opening,is unable to verify my phone no what is the problem",3
Tambahkan fitur list di chat agar meminimalisir double chat / hapus chat,4
open WhatsApp businesses for me,5
Good,4
very good n fine,5
"I find it easier to chat through WhatsApp messenger, I LOVE IT",5
"Voltem com os recados antigos! Se quisermos postar uma mensagem temporária, postamos no Status! O Recado servia justamente pra deixar uma informação importante no perfil. agora temos que toda hora ir lá e olhar? Se no mínimo tivesse a opção de deixar por 1 ano+ seria aceitável.",1
awesome it's very nice,5
very good 😊,5
very nice app with no problem,5
good,5
very nice app,5
Not verified,5
why my WhatsApp no dey work?,5
super,5
Very good,5
voice note replies on someone's status doesn't deliver to their DMs! FIX THESE ISSUE! it's annoying!!,4
Aisha rabi u,5
I want to use my watts app number,5
DADi a,5
I Really Love It.,5
auto log aut off please watshapp team chack my wathsapp,1
it is good,1
imran isidro,5
helpful,4
Massive,5
my WhatsApp is not working due,1
👍,5
I haven't change my profile picture . uninstall !!!!!!,5
nice aap,5
The app is just fine though i installed it about a week ago i still did not receive my verification code,1
abdulmsaminu22@mali com Gabaswa Abdul,5
It is good,5
Please my Android is not function with Google,5
Abdulrazak,4
🥰,4
Fine,5
wonderful 😊💯,5
good app,5
the last chat update sugested is very anoyning,1
Richard Acquah,5
Great app 👌,5
5-Star+,5
barak Hamis juma,5
excellent,5
good,5
excellent,5
ok,5
nice app,5
good,5
Fast and convenient,2
good. app,5
ayaw gumana puro download the original official site pero ag click eto dn lalabas bulok,1
WhatsApp,5
what a fast and amazing app for chatting...thanks I really appreciate this app,5
𝐞𝐱𝐜𝐞𝐥𝐥𝐞𝐧𝐭,5
but improve your ai,5
poor,2
love this app the best I was happy if I get it back thank you,5
very very ok,4
Exsalant 💘,5
there is a lot of update,5
I use it every day and have for years works great,5
superb,5
The best,5
fantastic,5
is one the best app have been use in my life,5
Can't download,4
Musa. koroman,3
I was told to use the official WhatsApp to login i downloaded it but refused to login,5
"yq SE Hy hub and n,",4
Ibrahim. auwal,2
Good,4
barka da warhaka,2
"WhatsApp is ok buh it is slow to download when u need to update it, and secondly any time WhatsApp wants the users to update is usually a very slight change, and they will still be forcing someone to update, that is the only problem I have with WhatsApp",5
love to,5
WhatsApp review problam,5
good,5
ACTIVE 🌹GUY 💐,5
"PLEASE bring back permanent bios.. these new ones suck and I don't want to keep rewriting my bio every 30 days, please WhatsApp staff if u read this review please just bring it back",5
Eases my communication en very fast,4
it's a wonderful platform,5
Ash,5
I did not ask for that AI button over my chats with no option to remove it,1
"I really love using WhatsApp 💚. It has become a very important part of my daily life 📱✨. I can easily talk to my friends and family anytime, anywhere 🤝💬. Messages send instantly, and calls and video calls are very clear and smooth 📞🎥. It makes staying connected so simple and comfortable 😊. I honestly can’t imagine my day without WhatsApp now. Highly recommended ⭐⭐⭐⭐⭐",5
Yes I like it,5
very good for chatting,5
good,5
"At one time, a person’s number stopped working.",1
it's so good and amazing I love it so much 😍 and pls 🙏let WhatsApp too start keeping streak light pls it will be fun too,5
NASRU)BABB,2
it's great and faster to send messages from one person to another,5
"I admit it in the first place that i accidentally involved in spam staff i don't understand and my WhatsApp got banned for some days then later accessed it again but yesterday am pretty sure i involved in non of those spam issues but my WhatsApp ain't working why today please. But the credit still stands, its a great messaging app 😁😁😁😁👌👌👌👌",5
v good,5
"it's a really good app. that makes chatting fun,fast transfer of file and for that I give it a thumbs up👍",5
it is a very private app,5
easy to use,4
"I'm giving 1 star because since last 4 months, I'm suffering with calling failing problem like ""couldn't place a call, try again""even though I have tried every solution but nothing worked moreover only 10 out of 1 call get connected to the same person and numbers are frequently increasing.",1
"Bisa kah kalian memperbaiki bug? WhatsApp saya tidak mendapatkan notifikasi telfon, padahal akun saya aktif dan online. Dan di WhatsApp penerima terlihat bahwa saya centang satu dan memanggil saat di telfon, padahal akun saya aktif dan online seperti yang saya katakan sebelumnya 🙏🏻 Mohon diperbaiki, soalnya dapat merusak hubungan rumah tangga seseorang 🙏🏻🙏🏻🙏🏻",2
boring,2
Whatsapp help so much to communicate with people every where thank you whatsapp,5
What's up,5
I think this app is really great😊buh it pisses me off when I can't see people's status posts without them removing me.I don't know why it's that way buh I really want you to resolve this matter.,5
just good i lv it,5
Rate this application Whatsapp to a profile vew,5
yh l love the app because it help me send massage faster,5
request,3
i have made many thing on this app,5
WhatsApp login problem,1
"WhatsApp is a widely used messaging app with a clean, easy-to-use interface and strong end-to-end encryption for privacy. It’s easy to use and efficient. It’s also free, works across devices, and allows quick global connection. Overall, it remains a reliable and essential communication tool.",5
"i love WhatsApp and I'm sure millions out there feel the same, but i think it can be so much better if the animated emojis have added sounds to it like the laughing emoji(laughing) kiss emoji (kiss sound) and ect. it'll bring more feeling to the chats please developers can you do that",4
i want to open my account any time after that,1
Muhafazah,5
good,5
fatima sani,1
"bad, worst when I upload status it become voiceless.Iam going to Xchat",1
my WhatsApp nmbr is banned again and again plz any solution of this problem,5
nice app,5
good,5
best of all time,5
"M,Rameez",5
superb 👌 👍 😍 with years of experience,5
نطالب الي سوه الواتساب انو يسوي نشر مثل اللنستاء كون كلشي مثل الانستاء بنشر ولكلوزز والي يثبت الحالاتتت واوسيلي صفحه رئسيه نطالبببب,4
Alex happy,2
It the best,5
Whats,5
I have great communication on this app. privacy is paramount.,5
all gud,5
it's not too bad,1
"This app is good,I love the new update",5
It helps me to send messages and do voice messages and also video calls,5
"I was logged out of my account several times this month, but I can't login anymore since the last time it occurred",1
Good,5
Why I can not share my location Live,2
any account can longing feel,5
To restore everything I have lost,3
good,5
I love this app very much,5
I need it,2
nice app,1
why the app don't work for some oppo phone??,4
Whatsapp ban,5
great,5
it doesn't split,1
"satisfied, but I suggest the app to improve how to recover or read deleted messages and videos",5
my favourite app the quality reduce is the only problem I have with it,4
This account is so good especially for those that are not so near to their self they could just tell them selves anything they want to say online,5
"So Reliable,Exciting I'm Enjoying The App🤙",5
Money now thanks,5
"Fast and good, but I was suddenly suspended without any offense shown to me",5
very helpful 🙂🙂😃,5
I have nothing against WhatsApp but the software on the watch 8 needs to be fixed as well as the UI. WhatsApp constantly doesn't launch but constantly crashes instead. Pls fix,2
bahut achcha app hai,5
"Problem on my WhatsApp I can send messages but unable to receive messages 2 day ago how to solve this problem, already delete and redownload already clear cache already reset my phone",3
WhatsApp Messn,5
yeah,5
V i,1
This app is really good,5
please I need your help,5
Everything was going well until I got banned I sent several reviews but it's still the same And I follow all the community guidelines,2
always having issues my accounts without any reasons,1
"easy, fast and data saving app👍",5
👍👍👍,5
helpful,5
Goiusingar,5
معصوم‌جانان,5
Good app,5
"WhatsApp gets banned quickly? That's really frustrating! You're facing issues with WhatsApp getting banned, and you're looking for a solution. I understand you need an app that's similar to WhatsApp but more secure. Iam Sad 😒so solving my problem",1
It is super helpful to me and I love it only that it keeps on saying whatsapp has stopped though I still appreciate it's work towards communication and connecting with friends,5
"For now, I am well pleased with the response of this App. I really do not have any issues with it. My only worry now, is that, from somewhere around September, Whatsapp will not be able to support my Note 3 Samsung handset. So, I am planning on how to migrate to another Samsung model that Whatsapp supports. Thanks.",5
Am excited about this very much. thanks so much,3
All,5
Wish to download,5
yes I'm still have app for whatsapp,1
suleepo.,4
it's jst fahhh 😭👍,4
Best app to use to reach out to people,5
oasm djx.g,5
Reviews my aqaunt,5
chukwuma Daniel ikeena,5
great,5
"if I will rate you oooo.oo that is what I will rate you now why bcus for over how many months you have blocked me from using WhatsApp for just for no reason at all for over the years I have been using WhatsApp this has not happened but at of this days since from January till now you people have band me from using WhatsApp is unfair can you people try to free me or release me from this cage if there's another app like WhatsApp is available I would have not mind by using WhatsApp anymore , thanks",1
this app is the best app I have ever seen . it has voice messaging,5
"While calling you should add the ringtone which could h heard to the person who is calling .. and ringtone could be anything audio , song, music.. must do this",2
gucgc,5
excellent,5
qalbi xabxab,5
nice,5
vary bed login problem,1
"well. I can be having a strong Internet connection and am able to send and receive messages buh I can't view status updates, upload media, download Media, or even send voice notes. even after I have updated it it's still the same issue it's just so frustrating",3
good,3
my whatsapp not open very bad harassment this app me,1
whatsApp,5
nice,5
"this is the best messenger app , because you can also text people who aren't in your country, and the features of WhatsApp are the bast 🙂👍👍🙂 this deserves a 10 .😆😆",5
"so I backed up my WhatsApp with my email, transferred it to another phone, and I am finding it difficult to login to my account because my chats are not being restored",1
very cool app love it😍,5
good,5
I think this app is excellent,4
it has been a very amazing app for years I recommend it to be downloaded,5
this is amasing i like it❤️👍,5
nice,5
Mohamed Ilham,2
chief,5
nice app,5
very slow low storage,2
You people are now doing well yiu have unblocked my account. Thank you so much. Don't block me again o,5
It always needs update while opening chat to groups,3
Good fone,5
very cool,5
IMTiaZ Hussain Questions you,5
This app is good,5
Nice app 👍🏻please derestrict my account,5
❤️❤️❤️,5
good whatsapp,5
help me mera number block ho gaya WhatsApp,5
am happy buh it didn't update plss help me out,5
so bad,1
good,5
Good,5
"I have been using WhatsApp for the past two years and it has been nice but recently my accounts are getting banned and when I request for a review,it gets unbanned but I can't access it again. it keeps saying I should download the official WhatsApp even if I do uninstall and install the app again. Please I'd appreciate if you helped me out because I use it for my business and school work",1
salma,1
all okay 👍,5
slower,5
habila shadrack,5
nice 👍👍,5
To God all things are possible,1
Update,5
I find this app as the best,5
it nice,5
Whatsapp unben,5
Yesfaa,1
"hassan,a.s",5
good,4
Good and easy to use,5
bad update audio call always losing voice even we're both have a good internet speed,2
very good,5
it's good,5
Why are they still telling me to download the official app,1
so good to use,5
Jerty,5
"its,simple and quick and free",5
why I left in group automatic when I delete all message,1
",🙏",5
Good,5
baba oke 🪓,5
What's the purpose of 'Start chatting' thing? You seriously thinking I'm going to chat just because you're showing contacts and telling me to do so? That's just unbelievably ridiculous.,1
noor alom whatsApp Messenger,5
very good,5
"WhatsApp is definitely an incredible app and also best for communication, I'll have rated it 5 star but I don't like the prompt update and it's dangerous if not done on time",4
Good Job,5
helping me to update my apps,5
please guys i don't know what is happening to my Whatsapp they keep telling me i can't use WhatsApp I will review and after 24 hour it will open and later bring me out again please Whatsapp to solve this problem i am a student but i have loose a lot,1
"I have been using the platform for more than 15 years with out encountering any serious challenges by sending Whatsapp messages ,vedio calls, record message and others.",5
kemalAmed,5
excellent 👍,5
very bad,1
tuyizere jackson 98,5
my best app,5
good,5
"WA I hate it I wish any one could tell me other messaging apps man I thought my damn WA was on social media lockdown I put internet connection then my messages, vids, audios everything doesn't send it is the slowest app on my phone I have a problem wen I put on internet connection wen it was initially off, like it takes 30mins and hours to load am always out of date with my friends conversations please Meta whatever wrong I did to u , please forgive me stop punishing me like this .",1
please I need my WhatsApp 🙏,5
محمد مبین,5
open wats app free,5
msoo,5
Sadiq abbas,5
is fine just like the way I want it.,4
👍,5
good app,5
I can't access this app,1
"except for the problem of updating, this app has been of great help",4
good app,5
this is one of the best communication app 👌👌👌,4
It is a safer place,4
out of this world 😂😂,4
Excellent,5
dayib cabdi,5
the app is okay,5
Fine,5
awesome 😎👍🏻😎,5
good,5
sidra,4
it chashed today,1
Great,5
Great David,5
excellent 👏,5
good👍😊,5
so amazing,5
everytime i put a specific notification and even the theme color for each contact it changes to the original and its frustrating,1
Can't see my current device,5
it lacks setting,2
Marvelous,5
"if only there was a way to turn off ""all"" mentions in group chats 😭😭😭 we're tired.",3
good,5
Good app. Status reaction should not be limited to ♥️ alone. make it possible for us to use other emojis,4
Good,1
megadefuneo Elizabet,5
"Firstly, I noticed that when I try to increase or reduce the volume on a whatsapp call, the buttons need to be pressed so many times until it shows the volume being increased or decreased. Secondly, when I've uploaded a status the sound is muted. Note, my phone was not on silent or vibrate at the time. I had to literally force stop the app & clear the cache then delete the status & re-upload it for the sound to play. Whatsapp Meta, Please fix your bugs!😠",1
I need to log in,5
"As l was using this app ,it was massive quick and also encouraging since that it hasAl which helps us to carryout research .",5
l like it,5
I'm very much enjoy everything on WhatsApp,5
i really love this 👍👍 and also friendly,5
WhatsApp is no longer what it used to be ‼️No longer a private App for friends and families. Advertising on the App is a great breach of privacy.,2
please can you upgrade the upload quality on status it so bad that I can't post birthday videos people faces get blurred even if the photos are uploaded i HD quality videos once uploaded ot starts getting worse and pixilated,1
"WhatsApp is so interesting, easy to access and reliable",5
Good,3
🫤 Ban received,1
great app,5
great but some how slow..... abi nah network....,2
عالیه,5
i like what I see or can I say the experience I get to explore,5
"Am just getting to know about this App, I hope it will serve a Useful purpose*",3
my Al is not working accordingly,1
Dissuade khan,5
I just found it interesting and fantastic It calms me down whenever I view other people's status updates,5
love it,5
nice,4
it's good,5
Whatsapp nhi ban rahia meira kia issue ha,1
This app is nice and available to use. It is the best app everq,5
"I'm so disappointed by this app, I lost my phone a few weeks ago and upon getting a new one my account was permanently banned, I cannot even understand",2
bad,5
am giving this app a five star because it's one of the best out there for communication and file sharing,5
It helps me to learn how to type fast,4
excellent,5
The privacy.,5
Niatari danger,5
very poor performance.,1
This app is a good app but I never no where dey keep login me out,3
easily hacked,3
Lovely app,4
"I love using WhatsApp on a daily basis. It's a very good app for voice notes, video calling, and setting statuses. I'm also using WhatsApp for my small business. I suggest that WhatsApp have a scheduled status option. It would be very useful and helpful for those who are updating their business status at night.",5
good,5
"при поиске сообщения в чате можно случайно позвонить собеседнику, очень неудобно",3
having issues with story viewing,1
WhatsApp is a great app,5
"very pathetic after updates. it shows chat msg from my contact, why? if i need to do then i will do na. MC why u suggest with force to chat with ur suggestions? close this else will remove my account and use other option",1
How do I add a username and password for a proxy?,4
CrR free vvv vcgg g y r ee vv v g grrrg,5
it is a very good app to use i can communicate anyhow to people far and near.,5
I can't use my WhatsApp,5
This app is the best when you talk of communication . This gives you easier access to talk to your loved ones far and near it's just that you have to have enough data for easier communication,5
suddenly my account was logged out..but now my account not showing just loading up,1
very excited,5
good,5
"it is a great app,for calling and chatting. I use it everyday,it helps me chat whith my friends from china.all I can say is that,it is the best choice. but there's one problem,it doesn't share downloaded songs,i have joined Sannere's music WhatsApp group and its so difficult for me to share his songs to other fans.",5
☆☆,5
"Not good dear,so why try block me",1
very nice,1
nice,5
Amazing. world wide communication,5
"Sir, please open my account, sir.",5
as me lilnigga i invite you to enjoy this feture,5
we,5
Whatsapp helps to communicate with people easily,3
Amazing,5
"it's hanging nowadays, which is tooo irritating to use",1
I love Hi,5
owesome,5
far best app,5
whatsapp not opening,1
this app is so good,5
nice app,3
gud,5
"loo⅖l.,you ³have no by 9th⅖3rd I",4
God is good,5
This app is fast and friendly and you can send messages easier and it works end to end encryption,5
I'm always getting restricted for no reason I'm really tired of this,1
good,5
yote namwachia mungu,2
not able to connect after changing the phone,1
good,5
WhatsApp call Tiwari Ne ki samasya Walo,5
"Still Lacks style compared to GB whatsApp, FM whatsApp and YoWhatsapp... It would be wonderful if we can decide who can call us, Freeze last seen , Have an Aeroplane Mode within the App so that we can just turn off data for the app itself.",3
very bad experience very very bad app daily block my app without any reason,1
Reverse is d case.,3
downloading the apps is slowly,3
nice app,5
hmmmm good,4
nice,3
It is a very good and I like when it comes to video call your relatives it excite me,3
really good and i like it,5
My whatsapp not working please meta,5
what a good app it makes communication faster and easier,5
Nice,5
my.name.is.maymiya.batire.baruda',5
good,4
OJIBWE,5
perfeto manifico,5
It's very good,5
"Respected Team WhatsApp,after recent update on WhatsApp, whenever I tried to download any documents my WhatsApp starts hanging and stops working after few seconds.please fix this problem as soon as possible.Thank you",1
what's app is a perfect Media app in the all world that's why I love it.,5
malagie s kanu,5
gud,5
Very app my meta ai is not working,1
its not better I don't know why it is refusing on my device,2
Whatapp is an amazing app 🤭🥺❤️ please download whatapp,5
super social media Site 😎,5
I love how I can see and talk to my mom in abroud,5
Amazing ❤,5
very nice especially the meta ai,5
open,5
Perfect,5
Shagun,5
Plz my whatsapp updated I try but not updated,2
best messaging app ever,5
Great,5
I never violate WhatsApp terms and conditions. But they have danned me for no reason. Just tell me what I did wrong. So my mistake is leaving a group I no nothing of. I was there and saw I a group message I never accepted to join. Even the group violated on my terms. So I get penalty for somebody wrong doing. I thought you could have do better. But all of you are the same.,1
very nice,5
ad uu oo iik,5
"l was using it but now there are banning my account l don't know what happening , l have tried, tried and tried time and again still doing the same , they are saying request review and is saying l violeted whattsap terms or l sent massage from wrong number without permission 😭 l don't what to do now 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🙂‍↔️😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",5
"easy, reliable and fast",5
good,5
highway 120 looking for a relationship looking for a long relationship I like to travel like to go fishing I like to go out camping medical clean have a good time,5
"Reliable, fast, and secure. I use it daily for chats and video calls with family. No ads, no clutter. Just works perfectly. Easily connect us to everyone and everywhere!",5
"WhatsApp is a cross-platform instant messaging and voice-over-IP (VoIP) application owned by Meta (formerly Facebook). Here's a breakdown of what it is and what it offers: Core Features Messaging – Send text, voice messages, photos, videos, documents, and location data Calls – Free voice and video calls (individual and group) over Wi-Fi or mobile data Group chats – Create groups with up to 1,024 members for messaging and calls Status – Share temporary photo/video updates (similar to Stories)",5
ನಾನು ಮಾತ್ರ ನೇರವಾಗಿ,5
Excellent,5
good 👍,5
Ok,3
best for massage,5
good,5
installed but cannot backup old chats and photos,5
best,5
good 👍,5
"WhatsApp has been part of me. It's super cool. Easy to work with and time saving. As a teacher, I have created several WhatsApp groups where members of staff for my school share any school related topics. In short, thank you so much to the developers of this WhatsApp. Am super proud of you. From Zambia 🇿🇲",5
Good luck with the move,1
good,5
Satisfactory,5
Why Whatsapp is disturbing,5
mukembo Never,5
good but I have to update it every time I restart but it is good can talk to my crush every time secrately,4
good,1
I want to interact with Slander Bien the US Military .,2
amazing for the world,5
good,3
always good,5
Good,5
why is app crushing on trying to use the AI,2
♥️🥰,5
awosem,5
good,5
😁🇳🇵🦴🕘⏱️,5
a very good app for discourseing with your family abroad,5
not bad,3
you are very nice professional an very include and very powerful,5
WhatsApp is great 😩🙂,5
sound on WhatsApp status doesn't work,1
non balanced .,1
"remove ""Start chatting"" section at bottom chatlists because is very annoying",1
arfanali,4
what s sher,4
حلو,5
"so many years of whatsapp and their updates but why they don't fix sending pdfs of more than 100mb glitch. no matter how top your internet speed is, you cannot send a file easily",5
mssg not Snd and not received very poor,5
"Great,fantastic this is good and ❤️it",5
very good,5
আমি তোমার কাছে আমার অনুরোধ করছি এই পাতাটি অপসারণ প্রস্তাবনা,4
best in communication,4
it is super fun and easy,5
very much amazing 😁 applause,4
bahut achcha hai per baitha thankyou is aapki vajah se ham hamen bahut hamen bahut jyada aasan Ho Gaya dusre se communication karne mein it is very good good calls and video calls messages it this app is easy to calls messages when someone people and this app is easy to the easy and I given this apps five star this apps is this app is given by,5
good,5
Good,5
The 'Start chatting' suggested contacts section is very annoying and can't be hidden. Please add a toggle to disable it. I will not raise the star if it stays the same,1
well the ap I oky n ha great comunication,5
l like,5
imran Ahmed,5
Please sort the issue of status update. Why is it no longer following each other as last updated. It is now jumbled up and it's very confusing.,3
bro microphone problem,5
good,5
Good,5
This app is not working I try to much I changed my account but my whatsapp app is not in working I need help,5
"since I updated the app yesterday,I can't hear sounds in my status, please rectify the issue,it's really frustrating",1
WhatsApp is really good and helpful to me,5
thanks for letting me on this app,5
very good,5
What apps,1
worst update I like clean area why showing suggestion to chat with contact ... clean area should be their or option to see contact number chat suggestion or not,1
I just like it,5
Thanks l appreciate for your app,5
badshah crazy 365,5
"I don't speak Spanish, this is AMERICA",1
hj hello,5
ok,5
good aap,5
nice app,5
क्षयतथथथथखचै,5
full of my experience in WhatsApp is too lovely and also hi connected to all my good friends and well wishes I'm my lovely ones out there fishing all my loved ones the best in life and also good health success and prosperity I really love WhatsApp because WhatsApp is good to me also to my lovely ones out there WhatsApp make families come together can also trust keeping heads together as well I really love my family and also I love WhatsApp because it's good to me I love WhatsApp with all my hear,2
good,5
nice,5
Good good,5
spark,3
"it's a study, guide and communication app for people",5
delete,4
fc . aweyu,2
iyaskhan,5
love what's up,5
Its easy to connect with friends,5
I would have given this app a full five star ⭐ but it usually give me though time when adding songs to my video to post on the status.,3
ahsaan,5
excellent service 👏,5
good,5
super,1
It very good app,5
"It's really nice, l advise u to try it you won't regret it, and if you do look for me",5
it is don't install,1
good app,3
"Dear Whatsapp support team My WhatsApp number has been banned, and I believe it may be due to a misunderstanding. I always try to follow Whatsapp's rules, and I apologize if anything from my side was mistakenly flagged Whatsapp is important for my personal and work communication. Please review my account once again and kindly give me one more chance. I will make sure to follow all guidelines strictly. Thank you for your time. 🙏 Best regard ............................................ My ba",1
WhatsApp is a very simple way to send your messages with your parent,5
good 😊,5
very nice,5
mamtop,5
JarinTudu,5
this app is very good,5
babagana Goni,5
isvvery nice,5
downloading speed is to slow,2
l think l have bad lucky with whatsapp am getting banned everyday,1
so good and incredible,5
Its very nice app for be connect with my frndzz.. I loved it..,5
update why,2
very bed app,2
Good 👍👍,5
The most honest app that doesn't consume data and fast delivery,5
could do better,3
g day,5
"wonderful,",5
yes this is the best app in the world,5
from better to best 👌,4
Poonam Dipak,5
super,4
very good app,5
I have a getting new experience this app,4
"Whatsapp, or meta in general, is dogshit at this point. I've been trying to send and download videos, voice messages, documents etc but it just never happens. I am unable to see the Statuses as well as it keeps buffering.",1
Am trying to install what app but it's refusing,5
messagxg udhog glock ixigo ixigo ICICI fyyufh hotspots hostel isper isshordii ixigo isper isshordii ixigo isper photo ICICI isshordii isshordii ispr icon isko Ranjitha isliye ordinary orchid usma dikha isshordii orchid Ishan isshordii orchid Ishan outdoor isko reh do cl ran kya ka tum zu xm pan iske ordinary firm twis of kya issue fix ish Ishan other issue outdoor Ishan isshordii isko h isko uglier ICICI ICICI ixigo ixigo isshordii ixigo ICICI ICICI recover uglier isshordii isshordii isshordii i,5
So intrested,5
Thanks for the information,2
good,5
mama heppy,5
Good experience,5
ok good supper.,5
number isn't syncing,1
Whatsapp,5
let it be,5
i rated it one star because Whatsapp do make me angry they hacked or remove my account for no reason any day they release my account i will then rate it 5 star,1
"excellent,but the AI lacks respect",5
Give an option for hiding the updates bar in settings. I use whatsapp just because of official purpose. Status and updates are so irritating to me. i am not saying to completely delete them but please give an option to hide them. or you can launch whatsapp lite on which only option is to send messeges and calls.,4
the best,5
"A Good platform for messenging, everything perfectly modified but some features need more modification like increase the number receivers for forward message more than five at a time and also increase the number of files more than thirty 30 for sending someone at a time, similarly add the feature for sending a message without saving contact in contact file this one required most attention, thanks",5
Doenot work properly and difficult to download,5
"I came specially to give feedback, for God sack we enhance quality of vedios from other apps and when we upload to status it comes a very poor and worst quality vedio and picture...plz give an option of Hd upload plz whtsp do something plz plz",1
it is very nice on messages,5
I really need the what's app,5
It would be great if this app has animations for video chats,2
Help me,1
I cant access my account on my mobils. It says download the offical whatsapp.,5
Umaima,5
Worst feature Pop up notification not supporting,1
it is very useful app,4
mere jaan,5
just whis u let me use on 2 phones,5
gulap,5
very good,5
I love it,5
nich,5
👍,5
good 👍,5
nice and good app i love it so much it aid communication,5
ashis,5
vinit vinit,5
Awan g,5
I love this app,5
very good,4
my Whatsapp is not working again and I don't know why,3
server very slow. Between 18hr to 20:30hr,3
happy as always,5
Waiting 2 days to download,1
very good,5
good,5
Nisha 15,5
Machar Dhor,5
memory Makotore I'm 52 years old l have 1 doy and 2 girls,5
what app,2
audio call aata nahi hai jaldi or clear voice bhi nahi aata hai,1
great app for meeting,5
Good service,5
👍,5
so good app,5
ু🥰🥰,5
emergency unban request,5
good,5
Very nice,4
ok,5
very nice,5
looking good👍,5
Good,5
"I need the burgundy theme back available on my status, cus that's like my favourite colour.",1
best good,5
ok,5
raju re,5
this apps is really nice 🙂👍,5
very nice,5
very nice.,5
when will u roll out upi lite?? i have been waiting for this like forever,5
for 755c25,3
WhatsApp Messenger is a very good app for communication to other people 😃 but the only problem is it gets a bit boring maybe add something like Snapchat has were u can make Ur own like Bitmoji type character I think that would make WhatsApp messenger even better thanks 🙏🙏👍👍👍,4
مقدرش استغني عنو حلو جداً,5
nice,5
good app 5 strawberry,5
shalimi,5
It was the only reason I'm asking because of the most important aspects,5
I love it 😍😍❤️❤️,3
please unban My WhatsApp account,5
wahtsapp,5
NAM MYOHO RENGE KYO,5
best,5
this WhatsApp is beautiful,5
🥰🥰,5
it's ok....,5
givuhgu,5
masonry,5
ا حمدزبیر,1
Wowsome,4
"Simply the best messaging app! Fast, reliable, and easy to use. Crystal-clear calls, smooth file sharing, and end-to-end encryption for privacy. Keeps me connected with everyone, anywhere in the world. A must-have app!",5
super app for audio and video calls and messaging people,5
your app keeps deleting anytime I restart my tablet,1
"Cumbersome backup restore if long database. there shd be option of chat only backup, chat should be stored end to end encrypt based on server . I had lost my all data due to corrupted database of WhatsApp backup on Google drive. no other way to backup and can't backup on Google drive, stucked at 100%, last back up restore stucked at whatsapp now checking msg and no incoming msgs. it is frustrating",1
nice,5
yap yay,5
Good,4
Aliyan,5
"I think it would be very hard to make a worse design for storing and transferring data, contacts, and chat history between phones than this. Like actually how did this make it past quality control? If I use the new device at all before transferring I can't merge data? I have to pick which set of chats and contacts to use and the other gets overwritten? genuinely bewilderingly bad design.",1
Riyaz Baleshwar,5
nice job,5
This App Is Very Good For Chat,5
My account is restricted after 24 hours,5
it's good,5
هناك مشكلة في واجهة تسجيل الدخول ولا يريد احد مساعدتي في حلها ..😡,1
Tejpal,5
ok,5
lyf z short it should be enjoyed,1
veghpouyte,1
Deudtxyh,5
Golu,5
Mashaala,4
Kajal Quan 💯🥰😘,5
Nice,5
Princes WhatsApp,5
𝐆𝐎𝐎𝐃,5
it's very a useful app ever. it's makes life to go on easily by communicating with friends and family who are far away from us .thank you so much for the app,5
"WhatsApp is an outstanding, phenomenal, and exceptionally reliable communication platform that has transformed the way people connect worldwide. It delivers a seamless, ultra-fast, and remarkably smooth messaging experience, making conversations effortless and instant. Whether for personal chats, family groups, friendships, or professional communication, WhatsApp performs brilliantly in every aspect.",5
🙏🙏🙏🙏,5
